"wA1Bge src","FmcO7b","vWB2ve","T7nuU 2","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjUHqLb76phJyolpCr2b9zUQw3WuBC4Bkj6vrqNiWkZe_WdAiy0M=s128-w32-d-h32-cc-rp","Karan Harjani","5 years ago","Movie is Like stars on the earth !
you can't stop crying after watching the movie . perfect acting with perfect story + proper execution !","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXQ8DmMMV2Jytie2qRXya3jic8GcX6M0tKSUkMj5CjXZOpmKD4=s128-w32-d-h32-cc-rp","Yatharth Sharma","7 years ago","I lIke that movie not because only of its characters but it give us a message that we are not best at all but will become a best even at all after knowing our capabilities and improving our mistakes...so, stay tunedwith haARD work!!!","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJJ5GU_7zHHRN8j4P_RBFPu0Hfc6ohbs0pPDzi9DZtEssQpyZ0=s128-w32-d-h32-cc-rp","Kim taehyung KimU","2 years ago","I really like to appreciate this film by many adore words because the way in the movie they show how some childrens suffer from several dyslexic order it's heart touching movie for everyone","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocJZ3FvtOdQhDW8vc8-WNoK8TBb4_XSsw4N5IS4b6kf9RX_1AQ=s128-w32-d-h32-cc-rp","Kavishma Shetty","a year ago","""Taare Zameen Par"" is a must-watch for its inspiring story, stellar performances, and thought-provoking themes. It's a touching and enlightening cinematic experience that resonates with audiences of all ages.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocLyXFrhzdmOUK2JCE9R_tksID2M9COl6PgiGnVwCtGjSkmbyg=s128-w32-d-h32-cc-rp","Mohini Jha","7 years ago","T Z P is a very inspiring movie that everyone should watch this movie. I saw this movie after a very long time but movie is not depend on the time to see.
I wish you should watch this movie at least one time in your life.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW-hrNGePuesp0g2X8SdMuMjU3WHJUFxHwx5xZOZ78rA33IiYF5=s128-w32-d-h32-cc-rp","felix felix","4 years ago","This movie is really good. It shows about real life and the character are clearly described. I recommend you to watch this movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWCapMFarduJobW7OaLXTHJvCqayZOQGNDhiEC8jSHONbrKoOGW=s128-w32-d-h32-cc-rp","syahirah zuraini","a year ago","This movie are so fantastic. It's show how important we need to know about our kids problem. With supported teacher this movie gonna be star","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVw5Is_llUiH6_Bu887oSSV-lOklERyJ6Pvd9jYCCIeeF7mZJQ=s128-w32-d-h32-cc-rp","Isabella Rosy","a year ago","This is a perfect film for everyone. There is no flaw to blame. I completely (100%) recommend to watch this film. You must watch this film once in this life.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjUId32DkqxVaiwQvAwBAIrDNvLgDgnIlV8ewW8yWfzEfZczpC3f=s128-w32-d-h32-cc-rp","Marie-Anne Evabelle Okpidi","4 years ago","I have watch this movie so many times and every single time this movie has moved me to tears, laughter and all the emotions possible but most especially it brings understanding to how kids are different and we need patience.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW0_e5HNLzWhDjglSggKKwU43rXIP9AawComugnZJqOabGIz0ZL=s128-w32-d-h32-cc-rp","Amit Behl","2 months ago","Amir Khan Movies are always showing a strong message to society, towards life. 
Seriously very good film . 
Amir Khan -Genelia D Suza ,Kids have done a very good job.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjU32jc9QYDwSs1b3qKzQ2VXV_oYgFtEQvSgqE27wZLN7B6SSwblIA=s128-w32-d-h32-cc-rp","Aarnav Panda","a year ago","A wonderful motion-picture showing us the importance of mental illnesses and ways to react to them. Great casting, good visuals and overall a good movie to watch with any age range.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVIqXVoHePst8ueNjvbXLLcUH6Gbz4Wov7qwI3Eme3qer9OkwU=s128-w32-d-h32-cc-rp","Tanaaz Shaikh","4 years ago","Me as a teenager will strongly recommend this movie to everyobe especially dominating parents . Children too should watch this movie as it tells us to love the way we are .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKz9Ad2VyNpCNVIiNaRS3TVaAWRDuVlgJONgmKW5QB29OZ09A=s128-w32-d-h32-cc-rp","Fitler Tokop","5 years ago","It's a motivational film and has many morals that kids can learn from. I like it so much that I've done my film review assignment on this.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXtqokRTWI1o9SFXYJRsCuPxlVRPMd98xGbcztN-q9fTtJOLUk7bQ=s128-w32-d-h32-cc-rp","Harshit Didwania","5 years ago","Beautiful movie, taking a difficult topic and making the knowledge and awareness widespread. Every human is special and the biggest battle is to have empathy and understand the challenges that someone is going through, and then helping them overcome those challenges.","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXAZMu0JrjeFAPNKqMni2EoMfD7YQ9c7xHK-tgCPtWl7qP-MBKU=s128-w32-d-h32-cc-rp","Dianne Manliguez","4 years ago","This is a really good movie with a simple, heart warming story. It made me cry. This is a good movie for students and parents to watch.","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocJL3rxrjdT0GSu-tjBGneRnIxgbfuU6l8SH545APPb39WvqUA=s128-w32-d-h32-cc-rp","Ruben Lal","5 years ago","Such an amazing movie. Heart touching. Amazing direction, performances, music n cinematography. Kudos to darsheel, aamir khan n all others!!! Must watch...","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXU8Gj-PVtBYoUTU38t-c3cnXtHVeNdk1QqpzGh-f6Cf3bPtRDi=s128-w32-d-h32-cc-rp","Sue O'Donnell","a year ago","A beautiful movie on how a young boy overcomes his fears and is included in everything. When you find your inner strength in something nothing can stop you","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjXJTlYlInteOlGOqDCcwhQrEaXs1USzTUFbcBXFfo1gQinMrKlT=s128-w32-d-h32-cc-rp","Priya Yadav","5 years ago","It was an emotional movie with serious and real content such type of disease always neglected by people but this film gave identity to that type of disease for me it was best movie for children and parents","You and 22 other people found this helpful.","22 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVdyT81t-FaFSb5bavC0VJ22527m6zNYCoMKMeT93IYR84odOWj=s128-w32-d-h32-cc-rp","john rem rosatase","3 years ago","good message about people having disabilities in life and struggling but there is still hope, and also it gives message that people shouldn't treat people with disabilities as perfect. i love the movie so much, and i miss it a lot","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXvutXF8r48eOMsNfSNhk-6Q1hZW2wBniYo9C_-D6dqOww3etuh=s128-w32-d-h32-cc-rp","Deon Sebastian","4 years ago","This Movie is the best movie of all time ! I highly recommend watching this movie . this movie even made me cry with happiness .","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocIwVlghu-XDyBr-qC0627-lJC56MS1vbsDeAV_R43sCYVSrUg=s128-w32-d-h32-cc-rp","tarun kota","a year ago","Literally After a Long gap.I was out of my tears 😭.Such a Beautiful ❤️ Movie
Heart touching Performance By #Darseel safary & #Amir Khan sir👏
Such a Natural Film describing The Childhood Memories and real Joy of Life
But it's too late to watch","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXOmHfsB_4_DhXLSsaPlFdpHl26IeJcm9ipP2MIAqoXJafRoNFg=s128-w32-d-h32-cc-rp","Melany Manriza","a year ago","A must see movie for all times and all ages. Inspiring and very educational. I love it. I keep repeating  watching the movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXtry803ybTSErCjzLBmAFanX0yLbXhBvHSD2X26nJCB5DRcP3f=s128-w32-d-h32-cc-rp","Farrel Mahardika","5 years ago","Taare Zameen par is where one of the boys has an unknown disease problem that can have difficulties in learning and there is a teacher who can help the child who has the disease. This film can inspire teachers","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjW0plSb6t1naFFpGcPva_zIJHnPSB33QzoIvvkbEIlCqFD6gTl6=s128-w32-d-h32-cc-rp","Hipsita Satpathy","a year ago","I can never explain it to you how much this movie heals my inner child everytime I watch it:) it's always gonna be special for me<3","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXGvxHDNFaR_qmIaX-02nY6bcsCzEhsZ89k0cuP1kjR9hY1DxQs=s128-w32-d-h32-cc-rp","Abhinay waghchaure","6 months ago","I love this nostalgic film for me when I was 7 years old this movie was released and from then I till date I miss every day after watching this movie. I too love this film tooo much","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVfu5o08upde9tKjWeTN10OoJ75fj9-saLdcq2_7jx48v_gGmqU=s128-w32-d-h32-cc-rp","Anthony Boy Siso","a year ago","Two thumbs up to this movie! There are three substantial morals I've realized after watching this movie; 1- Societal-Based Parenting, 2-The Role of Teachers on a Student Behavior, 3- The Importance of Inclusive Education.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXrKU5rwaCgrszQuwNUBhgx9rPtt1rSG489igquwmLQxKJNU-69=s128-w32-d-h32-cc-rp","Thaina Rongmei","a year ago","It's a masterpiece in Indian cinema
Very powerful massage which is very much relatable...
It has the power to make people self introspect .... Loved it💙","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjVLOntZoQfBrSNkdlhc_cQP2mmqPcGhqbxBl8plPlQyuozksgAe=s128-w32-d-h32-cc-rp","Marilou T. Luna Jra.","4 years ago","Very timely. Teachers and parents should watch this movie. Indeed, it will help them to further understand the uniqueness of their child/student.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a/ACg8ocKWzaMVm_OjZS6scGxEIeGRz1ZS2ua4Dl-OKCVp9Kpen2kL=s128-w32-d-h32-cc-rp","BL Garkhail","5 years ago","Superb Fantastic Beautiful movie Wonderful songs by shankar-ehsaan- loy trio and vishal dadlani. Love the rhythm of the movie. Superb acting by the child and aamir","You and 1 other person found this helpful.","1 person found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocI1zN1PLOV3fRqJewoD8sHcYebMcKEIF6r8FIuSSQTsfuQ85xpo=s128-w32-d-h32-cc-rp","Alisha Karki","a year ago","Its a very good film for a student like us who want to learn through movie as well.I was suggested by my teacher to watch this movie and I suggest all people right there to watch this movie.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjXfuy_mPd2Duy0wx4Yqt6R21jdpMqxXcM8e_8Bmj1r0WPQ5ENh6_A=s128-w32-d-h32-cc-rp","Akash PT","a year ago","This movie is really emotional movie as .i cried when Ishaan went to the boading school. But indeed it's a wonderful and amazing movie. life time","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a/ACg8ocLmV2x_7nWwPnqRxE0DF6h2SE_RRSdnN3OaGliygr4th1Lrng=s128-w32-d-h32-cc-rp","Gautham G","7 years ago","It is one of the amazing movies that I have ever seen. I almost cried when I watch this movie. The review of this movie in one word :FANTASTIC!","You and 2 other people found this helpful.","2 people found this helpful."
"https://lh3.googleusercontent.com/a-/ALV-UjWsdEkgOZNfCA4VP-SmUZf6NvWu1gNpJRQj3AbpPs9WrO038Dgo=s128-w32-d-h32-cc-rp","pappala abhiram","a year ago","It's the most wonderfull film I have ever seen . In fact this film makes me give a great respect to Aamir Khan sir","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWWvN7Kd5AjrftbDWnpfWI8GAlznoqgBrb74TG7kNmjGOXtQqdi=s128-w32-d-h32-cc-rp","Abhi Ram","3 years ago","Excellent movie! Loved it! It is heart touching and inspiring. Very good lesson and excellent editing. The kid just nailed it.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjWakXjRuu7P4c-oJvN5fG5nc6LB0TRe16RfPHpnGPKDL6v8vX8=s128-w32-d-h32-cc-rp","Robin Samson","4 years ago","This movie has opened my eyes and my family's eyes, as my sister was not good in her studies and she used to try everything, but still she was not good. 

I will suggest everyone watch this movie and not force your little one if you guys can see they are trying their best but still lack, all they need is your support.","You found this helpful.","Was this review helpful to you?"
"https://lh3.googleusercontent.com/a-/ALV-UjVAQ-m6SxrKPeiJcczS0nE8Tjn04gMooQRm47yxV8R_4S71FTI=s128-w32-d-h32-cc-rp","Kth_ssr","4 months ago","I've watched this movie several times and it's my favourite. No matter how many times i watch it , it's never enough. One of the best movies.","You found this helpful.","Was this review helpful to you?"
